 Somme des distances parcourues par les 54715 artistes pris en compte : 3914895177.67,,,,
 , nom de l'artiste , km parcourus , ,
,nom,km,,
 , Atlas Road Crew ,144031.933033, ,
 , Shilpa Ray ,144026.317181, ,
 , Bluegrass Brunch ,144016.303091, ,
 , LouLou Players ,143922.289618, ,
 , Shuggie Otis ,143920.528879, ,
 , The Unlikely Candidates ,143911.143288, ,
 , DJ Pone ,143851.307244, ,
 , Alex Flatner ,143834.913495, ,
 , Luther ,143832.619128, ,
 , Sorority Noise ,143826.241717, ,
 , Brigitte DeMeyer ,143815.116214, ,
 , Somebody's Darling ,143795.01028, ,
 , Sivert Høyem ,143718.958426, ,
 , Bridges ,143696.26659, ,
 , Unleashed ,143665.74404, ,
 , Bryan McPherson ,143625.769903, ,
 , Alessia Cara ,143622.030714, ,
 , Trampled Under Foot ,143611.715809, ,
 , Jim Norton ,143548.52722, ,
 , Moon King ,143481.66375, ,
 , Jamison Ross ,143479.629914, ,
 , SID ,143477.742571, ,
 , Chastity Belt ,143471.844409, ,
 , Chris Weaver Band ,143436.381283, ,
 , Playboi Carti ,143422.601362, ,
 , Pat Benatar and Neil Giraldo ,143417.115686, ,
 , Chicken ,143260.599191, ,
 , Tim Baresko ,143233.203181, ,
 , Alvarez Kings ,143226.671338, ,
 , Blick Bassy ,143178.986193, ,
 , Whitewater Ramble ,143169.538873, ,
 , Elwood ,143148.148107, ,
 , Simplified ,143088.163027, ,
 , Blackbear ,143068.97227, ,
 , Paul Cauthen ,143067.398523, ,
 , Chris Caffery ,143061.853123, ,
 , Bambu Jessica ,143017.291803, ,
 , Tanya Stephens ,143010.11621, ,
 , The Stanfields ,143006.027206, ,
 , The Grant Farm ,142997.841345, ,
 , The Osmonds ,142988.319984, ,
 , Snap! ,142970.495364, ,
 , Nathan Scott ,142968.643757, ,
 , Gerardo Ortiz ,142946.184923, ,
 , Gang of Thieves ,142925.390487, ,
 , Yellowcard ,142917.045863, ,
 , Beebs and Her Money Makers ,142899.858436, ,
 , JJ Heller ,142838.52475, ,
 , MashUp-Germany ,142830.883857, ,
 , Zeke ,142814.994007, ,
 , Pain ,142814.403556, ,
 , Genius Of Time ,142804.327434, ,
 , Impact ,142797.430732, ,
 , Noah Guthrie ,142786.097454, ,
 , Bebe Rexha ,142782.616354, ,
 , The Play That Goes Wrong ,142720.647144, ,
 , Los Angeles Philharmonic ,142693.216829, ,
 , Axes ,142639.20704, ,
 , Next 2 the Tracks ,142633.669679, ,
 , Carpe Diem*NEW SONG UP* ,142633.41806, ,
 , PERFECT GIDDIMANI ,142632.814527, ,
 , SKA ,142598.604251, ,
 , Mountain Heart ,142566.142662, ,
 , Alex Vargas ,142555.62154, ,
 , The After Party ,142537.147545, ,
 , Natasha Bedingfield ,142535.543122, ,
 , IN DYING ARMS ,142532.651384, ,
 , Earl Klugh ,142461.875907, ,
 , Isaiah Rashad ,142455.684088, ,
 , Nicola Cruz ,142428.364118, ,
 , Sorry ,142397.946484, ,
 , Linguistics ,142353.759965, ,
 , The Corsairs ,142338.856126, ,
 , ami ,142327.522711, ,
 , Anomaly ,142270.762761, ,
 , Tracy Byrd ,142227.94911, ,
 , My Jerusalem ,142128.729096, ,
 , The Rat Pack is Back ,142126.419136, ,
 , Ty Herndon ,142086.826439, ,
 , The Tiger Lillies ,142057.092878, ,
 , Chris Liberator ,142054.547374, ,
 , Josh Blue ,142044.099593, ,
 , Wild Adriatic ,142044.078947, ,
 , PINS ,142041.316869, ,
 , Marcia Griffiths ,142027.790354, ,
 , COBY GRANT ,142021.433329, ,
 , Moscoman ,141939.625452, ,
 , Paris Combo (Official) ,141932.742223, ,
 , Camp Lo ,141919.45585, ,
 , The Pine Box Boys ,141851.650771, ,
 , Official Dailey & Vincent ,141841.044733, ,
 , Terri Lyne Carrington ,141839.396362, ,
 , Bachaco ,141789.994082, ,
 , Kobosil ,141771.818639, ,
 , Tina ,141692.069619, ,
 , Omni ,141677.693956, ,
 , Open Air ,141675.233723, ,
 , INC ,141648.246263, ,
 , I Love The 90's Tour ,141641.016556, ,
 , Cock Sparrer ,141619.446431, ,
 , Bullet ,141577.701797, ,
 , Fareed Haque ,141561.317978, ,
 , Herb Alpert ,141456.873932, ,
 , Arc Iris ,141409.043732, ,
 , The String Cheese Incident ,141348.770856, ,
 , sean nicholas savage ,141326.488244, ,
 , The Way Down Wanderers ,141323.977928, ,
 , Pedrito Martinez ,141317.226462, ,
 , Pat Martino Trio ,141309.19632, ,
 , Neptune Project ,141302.35638, ,
 , Terry Reid ,141288.661722, ,
 , Söndörgő ,141275.174086, ,
 , सोनू निगम ,141271.747573, ,
 , DJ Scream ,141190.71163, ,
 , Steve'n'Seagulls ,141147.799393, ,
 , Sarah Smith Music ,141124.071799, ,
 , Tom Petty and The Heartbreakers ,141122.606006, ,
 , Nicki Bluhm ,141090.4567, ,
 , Hot Rize ,141081.061316, ,
 , Ennio Morricone ,141027.477452, ,
 , The Magnetic Fields ,140996.678487, ,
 , Kawehi ,140942.447807, ,
 , Lena ,140926.040037, ,
 , Arbouretum ,140924.046748, ,
 , John Conlee ,140910.55061, ,
 , Hatesphere ,140875.162806, ,
 , The Black Feathers ,140868.389907, ,
 , View ,140822.408635, ,
 , 2Elements Fanpage ,140788.743645, ,
 , Mean Mary ,140761.881443, ,
 , AVADOX ,140727.12066, ,
 , Nathan Kalish ,140719.079907, ,
 , Kevin Garrett ,140718.931693, ,
 , Subjected ,140688.554444, ,
 , Hail The Sun ,140664.163839, ,
 , Extreme Noise Terror ,140644.216265, ,
 , Sunday Sessions ,140639.272557, ,
 , Shaka Ponk ,140614.485257, ,
 , My Baby ,140593.627459, ,
 , Boo Williams ,140587.736583, ,
 , Sir Edward Elgar ,140571.483124, ,
 , eminem ,140554.896361, ,
 , Queen Nation ,140546.168758, ,
 , Micawber ,140492.998028, ,
 , PeeWee Moore ,140445.149786, ,
 , Dearly Beloved ,140432.951192, ,
 , Yonatan Gat ,140431.17348, ,
 , Vocal Trash ,140425.650872, ,
 , The Experience ,140400.905226, ,
 , Nomads ,140393.59591, ,
 , Melendi ,140360.905516, ,
 , Medusa ,140349.068154, ,
 , American Young ,140348.452283, ,
 , Pablo Valentino ,140337.44669, ,
 , Guana Batz ,140324.735734, ,
 , In Other Climes ,140316.601388, ,
 , Cale Tyson ,140305.236197, ,
 , Jillette Johnson ,140296.46857, ,
 , Grill ,140284.622064, ,
 , DJ Coco Robert ,140182.631898, ,
 , The Malah ,140159.099106, ,
 , Pulled Apart By Horses ,140153.788473, ,
 , Paquita la del Barrio ,140143.717078, ,
 , The Jackmormons ,140139.411859, ,
 , Yacht Rock Revue ,140126.745451, ,
 , The Shelters ,140115.642863, ,
 , Jes Raymond and The Blackberry Bushes ,140114.892282, ,
 , DJ Barely Legal ,140103.524396, ,
 , Renee Rosnes ,140075.230275, ,
 , The Lost Boys ,140021.837915, ,
 , Noize Suppressor ,140008.155789, ,
 , Intervals ,139998.465008, ,
 , The Human Condition ,139978.720416, ,
 , Clan of Xymox ,139968.901334, ,
 , David Rodigan ,139964.370765, ,
 , The Method ,139910.920364, ,
 , DJ Scooter ,139896.316803, ,
 , Oliver Lake ,139878.340502, ,
 , Jennifer Lopez ,139844.512156, ,
 , Ryan Davis Music ,139785.082508, ,
 , Euforquestra ,139782.284237, ,
 ," 10,000 Maniacs ",139757.2273, ,
 , Vindata ,139728.478237, ,
 , Courage My Love ,139726.535259, ,
 , A-WA ,139710.797429, ,
 , Leaves' Eyes Official ,139699.637435, ,
 , Pain of Salvation ,139684.165142, ,
 , Johnossi ,139680.718298, ,
 , Sonar ,139673.401321, ,
 , He Is We ,139654.940339, ,
 , Limelight ,139570.877886, ,
 , Count Basie & His Orchestra ,139564.378197, ,
 , Dam ,139490.089741, ,
 , Tyrese ,139463.67533, ,
 , Ben Rector ,139459.64312, ,
 , Jayda G ,139450.898191, ,
 , Tomorrows Tulips ,139425.548509, ,
 , Pig Destroyer ,139413.375113, ,
 , Andy Gullahorn ,139372.347651, ,
 , We the People ,139371.483537, ,
 , Dan Cummins ,139360.556399, ,
 , The Fuel Girls ,139286.770874, ,
 , Big Jay Oakerson ,139262.330068, ,
 , Blackfoot Gypsies ,139245.311802, ,
 , Ashleigh Flynn ,139233.912444, ,
 , Daniel Miller ,139133.760383, ,
 , System 7 ,139127.824073, ,
 , EMIKA ,139127.5298, ,
 , October Rage ,139123.802772, ,
 , Bleeker ,139117.753351, ,
 , Queen Kwong ,139072.005523, ,
 , Vacationer ,139067.972492, ,
 , The Section Quartet ,139038.441626, ,
 , Alex Stone ,139029.324935, ,
 , Flo & Eddie ,138962.424394, ,
 , LUCA LUSH ,138952.187443, ,
 , Peter Orloff ,138948.443594, ,
 , Lucky Tubb & The Modern Day Troubadors ,138882.967862, ,
 , Fearless ,138875.140247, ,
 , Kenny Summit ,138871.421476, ,
 , A. R. Rahman ,138837.786106, ,
 , Marina V ,138814.491895, ,
 , C.L. Smooth ,138792.951679, ,
 , The Wave ,138787.353276, ,
 , Sun-Dried Vibes ,138773.8727, ,
 , Black Star Riders ,138760.183687, ,
 , Dan Baird and Homemade Sin ,138704.432927, ,
 , KJ Sawka ,138697.050415, ,
 , Qui ,138696.806405, ,
 , Nothin' Fancy ,138639.622512, ,
 , Desiigner ,138614.146594, ,
 , Webb Wilder ,138605.549204, ,
 , Sunday Funday ,138589.164824, ,
 , Linda Oh ,138547.566074, ,
 ," He's My Brother, She's My Sister ",138530.98623, ,
 , Caitlin Canty ,138498.664015, ,
 , Fences ,138483.057776, ,
 , Handguns ,138464.218901, ,
 , Horizon ,138435.955071, ,
 , Low Roar ,138431.188786, ,
 , Tindersticks ,138413.024217, ,
 , Amadeus ,138379.814825, ,
 , Tom Hades ,138329.910578, ,
 , David Hohme ,138318.189731, ,
 , Monsters of Rock ,138288.78923, ,
 , Motograter ,138285.2951, ,
 , Jack Broadbent ,138260.820175, ,
 , Burn Down the Disco ,138250.448286, ,
 , Dan Tedesco ,138249.063468, ,
 , Urban Pioneers ,138248.96068, ,
 , Lorna Shore ,138195.673427, ,
 , Wolfe Tones ,138140.537412, ,
 , The Matchsellers ,138137.713755, ,
 , Corey Hunt Band ,138054.471745, ,
 , MC Magic ,138047.808362, ,
 , GAIKA ,138031.178285, ,
 , Boyfriend ,138003.731032, ,
 , John Mark McMillan ,138002.193199, ,
 , Jill Cohn ,137976.928164, ,
 , Jain ,137917.789647, ,
 , Marian Hill ,137861.102797, ,
 , Eduardo Castillo ,137846.393926, ,
 , Laurence Juber ,137837.512954, ,
 , Gangstagrass ,137789.014438, ,
 , jackLNDN ,137781.411671, ,
 , The Wind ,137780.126354, ,
 , IIIrd Tyme Out ,137754.878383, ,
 , Hot August Night ,137738.520044, ,
 , K-Ci ,137725.92275, ,
 , Philadelphia Flyers ,137717.956886, ,
 , VINZ ,137689.341414, ,
 , Charles Feelgood ,137640.058454, ,
 , Grind ,137620.233264, ,
 , Halcyon ,137607.357075, ,
 , Kano ,137597.197522, ,
 , Tom Clark ,137515.770631, ,
 , King's X ,137495.708226, ,
 , Dmitri Matheny ,137475.035116, ,
 , Breakestra ,137473.118157, ,
 , JC Brooks ,137440.913207, ,
 , Phil Lewis ,137430.310353, ,
 , Crushed Out ,137379.201149, ,
 , Jane Fitz ,137377.272109, ,
 , Leæther Strip ,137348.102833, ,
 , Rahat Fateh Ali Khan ,137313.827527, ,
 , Sol Rising ,137237.033847, ,
 , Ron Carroll ,137233.537142, ,
 , the Gloaming ,137217.927386, ,
 , Afro ,137210.122309, ,
 , LoSoul ,137202.978949, ,
 , Dia ,137162.975758, ,
 , Chrysta Bell ,137152.462687, ,
 , Justin Carter ,137151.0094, ,
 , Christian Death ,137131.220513, ,
 , The Chapin Sisters ,137126.273546, ,
 , El Gran Combo de Puerto Rico ,137119.241184, ,
 , Samuel ,137114.921429, ,
 , RY X ,137107.209588, ,
 , Kim Wilde ,137105.086389, ,
 , Robert Jon & the Wreck ,137068.139891, ,
 , Baard Kolstad (Official) ,137021.947236, ,
 , Get Dead ,137012.480596, ,
 , Front Line Assembly ,136970.802, ,
 , muramasa ,136965.424406, ,
 , Trevor Thomas Drama Ministries ,136944.006526, ,
 , Rockstead ,136937.617141, ,
 , The SteelDrivers ,136924.638849, ,
 , Miserable Man ,136893.265056, ,
 , The Molly Ringwalds ,136881.856658, ,
 , Secret Affair ,136878.271771, ,
 , Sila Mutungi ,136864.365584, ,
 , JAMIE KENT ,136859.013586, ,
 , Grace Pettis ,136813.775087, ,
 , Caroline Herring ,136794.932836, ,
 , The Fold ,136788.73216, ,
 , Lexis ,136774.653741, ,
 , State of Mind ,136743.707019, ,
 , DOOMSQUAD ,136730.937504, ,
 , Nous ,136720.597861, ,
 , Sascha Braemer ,136676.781728, ,
 , Bodies ,136648.363416, ,
 , The Skull ,136608.526685, ,
 , PJ Anderson ,136604.341005, ,
 , Johnny G ,136600.242833, ,
 , Popeska ,136599.973659, ,
 , Scan X ,136594.508451, ,
 , Peter Yarrow ,136587.786287, ,
 , Skinny Puppy ,136585.47609, ,
 , Big John Bates ,136584.502609, ,
 , Anchorsong ,136568.350729, ,
 , Jordan Sherman ,136518.705342, ,
 , Chaos In The CBD ,136514.970128, ,
 , Southpaw ,136481.115486, ,
 , Sacred Reich ,136441.206371, ,
 , Imagine ,136434.525069, ,
 , Mike Mangione ,136428.163323, ,
 , Martin Hayes & Dennis Cahill ,136414.570498, ,
 , Nao1 ,136399.476834, ,
 , Jean-Luc Ponty ,136397.413653, ,
 , Rooftop ,136392.011521, ,
 , Cut Killer ,136336.487751, ,
 , Tego Calderón ,136334.497272, ,
 , Afternoon Tea ,136325.361313, ,
 , Headroom ,136307.961042, ,
 , Christian Lee Hutson ,136258.450194, ,
 , Rodney Branigan ,136223.405106, ,
 , Beckers ,136188.595162, ,
 , Pragmatix ,136180.238602, ,
 , Jeffrey Gaines ,136172.707768, ,
 , Davey Suicide ,136151.022994, ,
 , Faith Evans ,136146.668649, ,
 , Staff ,136142.621593, ,
 , Calder Quartet ,136117.04136, ,
 , The BJ Thomas ,136109.600755, ,
 , Malevolence ,136108.538106, ,
 , The Broadcast ,136099.064457, ,
 , Part 1 ,136059.343695, ,
 , Legacy ,136018.036251, ,
 , Old Salt Union ,136010.030868, ,
 , Marah ,136004.168543, ,
 , flor ,135982.26517, ,
 , Daphne ,135974.017353, ,
 , Skating Polly ,135890.890136, ,
 , Hank & Cupcakes ,135863.745041, ,
 , Slave ,135842.040628, ,
 , Klax ,135836.187955, ,
 , Level 42 ,135833.280346, ,
 , Heyday ,135805.458085, ,
 , Miller ,135769.177429, ,
 , Stages and Stereos ,135740.434022, ,
 , Chris de Burgh ,135732.00958, ,
 , Crazy Town ,135724.421848, ,
 , Hard Fall Hearts ,135696.523697, ,
 , SENTINEL SOUND ,135689.812939, ,
 , The Shires ,135677.757311, ,
 , Old School ,135676.163589, ,
 , The House on Cliff ,135641.928479, ,
 , COIN ,135555.632211, ,
 , JPhelpz ,135547.570036, ,
 , Oregon ,135531.66629, ,
 , Broken Teeth ,135512.573906, ,
 , Ike Willis ,135501.664659, ,
 , Wage War ,135471.093709, ,
 ,15,135399.659875, ,
 , WORTH ,135382.966132, ,
 , Luther Dickinson ,135376.034109, ,
 , Old Blind Dogs ,135375.721246, ,
 , Cleveland ,135347.39062, ,
 , hide ,135341.169685, ,
 , Chrissy ,135326.367753, ,
 , BlackDiamond ,135313.612959, ,
 , Turnpike Troubadours ,135282.481751, ,
 , HISH ,135267.386992, ,
 , Start Making Sense ,135263.172148, ,
 , Daniel Bachman ,135236.369738, ,
 , Ethan Bortnick ,135234.5206, ,
 , The Strawbs ,135227.637152, ,
 , Carl Thomas ,135226.917859, ,
 , Yancy ,135196.331727, ,
 , Izhevski ,135195.1698, ,
 , Gammer ,135162.931943, ,
 , The Nightowls ,135155.033408, ,
 , Mellow Mood ,135153.994261, ,
 , K. Michelle ,135153.388301, ,
 , La La Land ,135149.509434, ,
 , Iarla O'Lionáird ,135148.772214, ,
 , The Hooters ,135143.673544, ,
 , Meridian Brothers ,135133.308607, ,
 , Shopping ,135126.868276, ,
 , Drew Calhoun ,135119.079482, ,
 , Caoimhín Ó'raghallaigh ,135081.581856, ,
 , Squirrel Nut Zippers ,135070.04401, ,
 , 97 Nine ,135065.399418, ,
 , The Pines ,135046.746622, ,
 , Eddie Vedder ,135039.708911, ,
 , Well Hung Heart ,135032.097137, ,
 , Katrina ,135002.663327, ,
 , Ed Harcourt ,134961.615999, ,
 ," Now, Now ",134937.53865, ,
 , Il Barbiere di Siviglia ,134903.422371, ,
 , Expire ,134879.996985, ,
 , Alan Doyle ,134871.850983, ,
 , Fred Hammond ,134860.682588, ,
 , Rhapsody in Blue ,134858.785024, ,
 , The Telescopes ,134825.779262, ,
 , DJ Crown Prince ,134797.078949, ,
 , Mike Tramp ,134794.908112, ,
 , Debbie ,134786.159349, ,
 , Digable Planets ,134776.742009, ,
 , 32 Below ,134763.922094, ,
 , Hardcore ,134763.167072, ,
 , K's Choice ,134747.515074, ,
 , Late Night ,134704.023068, ,
 , Albert Castiglia ,134687.682802, ,
 , Anna von Hausswolff ,134647.145716, ,
 , Alejandro Vivanco ,134623.203621, ,
 , Black Uhuru ,134614.638774, ,
 , Jordan Feliz ,134610.582857, ,
 , Desert Noises ,134605.805776, ,
 , Junior Marvin ,134578.890741, ,
 , Eddie Roberts ,134568.710658, ,
 , Sleepwalker's Station ,134550.269868, ,
 , Arj Barker ,134509.632479, ,
 , Ginga ,134490.937149, ,
 , Berri Txarrak ,134484.566925, ,
 , Evita ,134452.155784, ,
 , Forrest O'Connor ,134449.934368, ,
 , Craig Connelly ,134435.667928, ,
 , Brian Simpson ,134432.699162, ,
 , Abra ,134415.799327, ,
 , Little Texas ,134405.727865, ,
 , Selah ,134393.674298, ,
 , Robby Krieger ,134391.339937, ,
 , Elysium ,134382.781222, ,
 , Ought ,134353.456364, ,
 , Kevin Gordon ,134340.339196, ,
 , Blake Lewis ,134337.466959, ,
 , Hero ,134335.494271, ,
 , The Irish Tenors ,134318.115174, ,
 , Rampage ,134270.112399, ,
 , Reggae Gold ,134255.710621, ,
 , p0gman ,134216.204084, ,
 , Lil' Boosie ,134206.708393, ,
 , Birds of Paradise ,134195.502204, ,
 , Caroline Cotter ,134178.387434, ,
 , Messinian ,134161.23681, ,
 , DJ Junior ,134154.722338, ,
 , CamelPhat ,134081.969429, ,
 , Hannah Aldridge ,134041.465242, ,
 , For the Fallen Dreams ,134027.259719, ,
 , Kung Fu Vampire ,134010.875646, ,
 , The Mission ,134001.827465, ,
 , Bad Royale ,133998.13409, ,
 , Dense & Pika ,133946.967598, ,
 , Blunt ,133939.855318, ,
 , Miss Melera ,133892.196435, ,
 , Karl Wolf ,133890.448868, ,
 , Wade ,133855.417881, ,
 , Rachael Dadd ,133830.890726, ,
 , Psyk ,133803.13619, ,
 , Rik Emmett ,133799.030795, ,
 , Disney's Beauty and the Beast ,133787.128635, ,
 , Matthew Morrison ,133780.842966, ,
 , Mammoth ,133779.81555, ,
 , Bishops Green ,133763.072945, ,
 , ERIC BELLINGER ,133747.00921, ,
 , The Chi-Lites ,133732.084371, ,
 , Peter Brötzmann ,133731.359524, ,
 , Tim Kasher ,133724.237604, ,
 , Richie Gee ,133710.861657, ,
 , THE HUNNA ,133632.730723, ,
 , Pandemonium ,133623.377514, ,
 , John McEuen ,133544.988469, ,
 , Lewis Del Mar ,133539.162345, ,
 , The Branford Marsalis Quartet ,133534.373759, ,
 , Sarah Lee Guthrie ,133524.697178, ,
 , Silver Apples ,133522.967015, ,
 , Mystery ,133520.834129, ,
 , Dean Wareham ,133514.18841, ,
 , Marrow ,133511.914243, ,
 , Happy ,133509.156018, ,
 , Chas ,133479.410186, ,
 , Gabi ,133470.088341, ,
 , The King Blues ,133425.141177, ,
 , Michael Hurley ,133396.641383, ,
 , Alice Wallace ,133380.799279, ,
 , Lewis Fautzi (official) ,133379.081837, ,
 , Carrier ,133378.340224, ,
 , nathan carter ,133375.342959, ,
 , Zepparella ,133366.042657, ,
 , JELLYBEAN BENITEZ ,133339.586068, ,
 , Kassem Mosse ,133338.219459, ,
 , Kirk Knight ,133284.336635, ,
 , Maserati ,133276.19175, ,
 , Gabe Kubanda ,133270.546522, ,
 , Danielle Miraglia ,133241.887623, ,
 , Carte Blanche ,133221.970098, ,
 , Doug ,133206.102642, ,
 , El DeBarge ,133195.178592, ,
 , Field Music ,133156.945084, ,
 , North ,133101.811194, ,
 , Allensworth ,133029.15891, ,
 , Jaime Wyatt ,133017.1056, ,
 , Ursula 1000 ,132937.504112, ,
 , Possessed ,132889.978468, ,
 , Alchemist ,132886.816191, ,
 , The O'Jays ,132878.29965, ,
 , Ronan Hardiman ,132822.609271, ,
 , Electric Daisy Carnival ,132822.558804, ,
 , HATEOFFICIAL ,132820.707551, ,
 , Cherry Glazerr ,132790.068669, ,
 , For Those About to Rock ,132748.907258, ,
 , The Jive Aces ,132748.417625, ,
 , Gretchen Parlato ,132728.739238, ,
 , The Black Sorrows ,132709.35751, ,
 , Scott Colley ,132709.029688, ,
 , David Gilmore ,132694.987559, ,
 , Die Zauberflöte ,132685.908983, ,
 , Scotty Boy ,132685.814239, ,
 , Midnight Oil ,132676.451204, ,
 , Sophia ,132664.289134, ,
 , Nina Sky ,132642.084163, ,
 , The Honey Dewdrops ,132536.243716, ,
 , Sub Rosa ,132529.643117, ,
 , Hoodie Allen ,132466.422145, ,
 , DJ EU ,132451.153091, ,
 , RAGS ,132448.209887, ,
 , AUTOBAHN ,132392.298268, ,
 , Rita Coolidge ,132379.010981, ,
 , The Kickback ,132365.187172, ,
 , Gnash ,132347.940365, ,
 , Josh Johnson Music ,132343.927745, ,
 , Bright Lights ,132312.487516, ,
 , Eva Beneke ,132309.691871, ,
 , Day Wave ,132284.074576, ,
 , A R I Z O N A ,132255.618298, ,
 , Chris Thompson ,132244.999507, ,
 , Hellions ,132240.671846, ,
 , Gent ,132239.079452, ,
 , Rene Amesz ,132236.981745, ,
 , Jean-Michel Jarre ,132236.265402, ,
 , Seratones ,132206.892159, ,
 , Entombed ,132192.575, ,
 , Harry Allen ,132182.449608, ,
 , Big Wild ,132152.229061, ,
 , Radical Face ,132148.297698, ,
 , Ingrid Rosario ,132133.897285, ,
 , Mr Carmack ,132114.849143, ,
 , Avicii ,132112.850577, ,
 , Dallas Moore ,132061.504447, ,
 , Soom T ,132054.274933, ,
 , Seaway ,132049.956666, ,
 , Butcher Babies ,132028.240039, ,
 , Diego's Umbrella ,131998.845614, ,
 , Noveller ,131970.766163, ,
 , Eskimo Callboy ,131959.805272, ,
 , IC3 ,131903.497961, ,
 , Bleubird ,131901.569246, ,
 , Rojo (oficial) ,131898.442806, ,
 , Frankie Rose ,131897.748316, ,
 , Tsai Chin ,131858.73107, ,
 , Christopher Rau ,131854.933067, ,
 , Deanna Bogart ,131732.653466, ,
 , Maz Jobrani ,131720.303183, ,
 , Kami ,131700.153129, ,
 , Making Movies ,131699.755032, ,
 , John Paul Keith ,131696.500294, ,
 , The Deltaz ,131692.983191, ,
 , Irma Thomas ,131680.540003, ,
 , Daniel Sloss ,131662.608293, ,
 , Evan Christopher ,131661.395084, ,
 , Fanatics ,131608.041301, ,
 , Sir Sly ,131554.705771, ,
 , Jarez ,131518.493992, ,
 , Jesse & Joy ,131507.829936, ,
 , Black Motion ,131488.330967, ,
 , Hard ,131470.232816, ,
 , Sound System ,131460.060439, ,
 , Heartsick U.S. ,131454.926306, ,
 , Beverly - Band ,131451.985394, ,
 , O.D.D. (US) ,131441.51517, ,
 , DJ Abilities ,131429.329115, ,
 , Mall Grab ,131418.349468, ,
 , D.L. Hughley ,131394.937819, ,
 , DJ ArkiTek ,131388.622794, ,
 , DnZ DJ Network ,131368.574437, ,
 , Turin Brakes ,131340.709136, ,
 , Moe Bandy ,131338.835782, ,
 , cristi cons ,131324.813447, ,
 , Hakim ,131323.069762, ,
 , OSHI ,131248.10242, ,
 , The Twinkle Brothers ,131225.208798, ,
 , C+C Music Factory ,131195.755785, ,
 ," Time Machine, Dutch Satriani Tribute ",131191.977598, ,
 , Flavia Coelho ,131178.989828, ,
 , Trumpet ,131170.769869, ,
 , The Bacon Brothers ,131163.9268, ,
 , Cities ,131144.458742, ,
 , Five for Fighting ,131134.296372, ,
 , The Woggles ,131119.821971, ,
 , Tom Odell ,131108.280272, ,
 , Brooke Waggoner ,131097.461172, ,
 , Chinese Man ,131074.447126, ,
 , Citizen Kain ,131060.347212, ,
 , the Soft White Sixties ,131047.465416, ,
 , Cobblestone Jazz ,131045.468432, ,
 , GOOD Company ,131019.911574, ,
 , Knox Hamilton ,130957.903525, ,
 , Parker Millsap ,130933.293901, ,
